18-11-2024 01:39:18| Warning  | 0 | |  | QString::arg: Argument missing: "SAP" , 1
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:21| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:21| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:22| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:22| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:23| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:23| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:24| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:24| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:25| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:25| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:25| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:25| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:25| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:25| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:25| Debug    | 79 | ../../mytcpsocket.cpp| slot_read_to_msp | Read Data :  "}\x00\x00\x00\x89{\x00\x00\x1B\xFA\xC5\x0E `\x00\x00\x10P~\x0B\xA5#\x00\x00\xC8\x00\x00\x00\xA8""a\x00\x00\x80\x1B~\x0B\xD2\x7F\x00\x00\x02P~\x0B\x00`\x00\x00\x00H~\x0B\xF0\x7F\x00\x00\xD5\x9B\x16""4P\x00i\xCA\x00\x00~\x0B\x1E\x19\x00\x00\x92P~\x0B\x02~\x00\x00\x00`~\x0B\x00x\x00\x00\xD0\xBD\xE6\x0E\xFD%\x00\x00\xC8\x00~\x0B\xA8""a\x00\x00\x80\x1B~\x0B\xD2\x7F\x00\x00\x02P~\x0B\x00`\x00\x00\x00\xE8\xB7Q8v\x00\x00\xA5\xA3\xC5\x0E\xC8\x00\x00\x00\xA8\xE1\xC5\x0E\x80\x1B\x00\x00\x12\x00\x00\x00\x02\x00\x00\x00\x00`\x00\x00\x00\x00\x00\x00\xF0^~\x0B\x85""9\x00\x00\xC8\x80\x01\x0F\xA8""a\x00\x00\x80\x9B\xFF\xFF\xD2\x7F\x00\x00\x02\x1C""eQ\x00`\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x16""4\x00\x00i\xCA\x00\x80\xF6P\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00~\x0B\x00x\x00\x00\xFF\xF7\xC5\x0E\xBEo\x00\x00\xFD\xFB\xC5\x0E\xDEg\x00\x00"
18-11-2024 01:39:25| Debug    | 79 | ../../mytcpsocket.cpp| slot_read_to_msp | Read Data :  "}\x00\x00\x00\x89{\x00\x00\x1B\xFA\xC5\x0E `\x00\x00\x10P~\x0B\xA5#\x00\x00\xC8\x00\x00\x00\xA8""a\x00\x00\x80\x1B~\x0B\xD2\x7F\x00\x00\x02P~\x0B\x00`\x00\x00\x00H~\x0B\xF0\x7F\x00\x00\xD5\x9B\x16""4P\x00i\xCA\x00\x00~\x0B\x1E\x19\x00\x00\x92P~\x0B\x02~\x00\x00\x00`~\x0B\x00x\x00\x00\xD0\xBD\xE6\x0E\xFD%\x00\x00\xC8\x00~\x0B\xA8""a\x00\x00\x80\x1B~\x0B\xD2\x7F\x00\x00\x02P~\x0B\x00`\x00\x00\x00\xE8\xB7Q8v\x00\x00\xA5\xA3\xC5\x0E\xC8\x00\x00\x00\xA8\xE1\xC5\x0E\x80\x1B\x00\x00\x12\x00\x00\x00\x02\x00\x00\x00\x00`\x00\x00\x00\x00\x00\x00\xF0^~\x0B\x85""9\x00\x00\xC8\x80\x01\x0F\xA8""a\x00\x00\x80\x9B\xFF\xFF\xD2\x7F\x00\x00\x02\x1C""eQ\x00`\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x16""4\x00\x00i\xCA\x00\x80\xF6P\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00~\x0B\x00x\x00\x00\xFF\xF7\xC5\x0E\xBEo\x00\x00\xFD\xFB\xC5\x0E\xDEg\x00\x00"
18-11-2024 01:39:25| Debug    | 200 | ../../mainwindow.cpp| setWorkingModeMSP | ПРД
18-11-2024 01:39:25| Debug    | 1286 | ../../tsap.cpp| Slot_set_workingmode_from_mw | value:  2
18-11-2024 01:39:25| Debug    | 341 | ../../mainwindow.cpp| slot_unPacked | 5:  3
18-11-2024 01:39:25| Debug    | 1185 | ../../tsap.cpp| setCellTable | зашли сюда 
18-11-2024 01:39:25| Debug    | 1185 | ../../tsap.cpp| setCellTable | зашли сюда 
18-11-2024 01:39:25| Debug    | 200 | ../../mainwindow.cpp| setWorkingModeMSP | ПРД
18-11-2024 01:39:25| Debug    | 1286 | ../../tsap.cpp| Slot_set_workingmode_from_mw | value:  2
18-11-2024 01:39:25| Debug    | 341 | ../../mainwindow.cpp| slot_unPacked | 5:  3
18-11-2024 01:39:25| Debug    | 1185 | ../../tsap.cpp| setCellTable | зашли сюда 
18-11-2024 01:39:25| Debug    | 1185 | ../../tsap.cpp| setCellTable | зашли сюда 
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:35| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:35| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:36| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:36| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:36| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:36| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:36| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:36| Debug    | 46 | ../../mytcpsocket.cpp| discardSocket | Disconnect from MSP!!
18-11-2024 01:39:36| Debug    | 375 | ../../mainwindow.cpp| discardSocket | Disconnect!
18-11-2024 01:39:51| Debug    | 23 | ../../mytcpsocket.cpp| ConnectToMSP | Connecting...
18-11-2024 01:39:51| Debug    | 39 | ../../mytcpsocket.cpp| connectSocket | Connect to MSP!!
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 384 | ../../mainwindow.cpp| connectSocket | Connect!
18-11-2024 01:39:51| Debug    | 384 | ../../mainwindow.cpp| connectSocket | Connect!
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
�даваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
18-11-2024 01:39:51| Debug    | 59 | ../../mytcpsocket.cpp| slot_write_to_msp | предаваемые данные:  "\x04\x00\x00\x80"
18-11-2024 01:39:51| Debug    | 52 | ../../mytcpsocket.cpp| slot_write_to_msp | Commands:  4
